HORA (UTC),"VENTO, DIREï¿½ï¿½O HORARIA (gr) (ï¿½ (gr))","VENTO, VELOCIDADE HORARIA (m/s)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),TEMPERATURA Mï¿½XIMA NA HORA ANT. (AUT) (ï¿½C),TEMPERATURA Mï¿½NIMA NA HORA ANT. (AUT) (ï¿½C),"UMIDADE RELATIVA DO AR, HORARIA (%)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)","PRECIPITAï¿½ï¿½O TOTAL, HORï¿½RIO (mm)","VENTO, RAJADA MAXIMA (m/s)",PRESSï¿½O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSï¿½O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)
23:00,0.9612616959383189,4.8,94.0,93.0,15.4,15.3,93.0,886.6,0.0,9.6,886.6,886.4
00:00,0.9659258262890683,4.3,94.0,92.0,15.4,15.2,92.0,887.1,0.0,10.9,887.2,886.6
01:00,0.9902680687415704,5.1,93.0,90.0,15.2,14.8,93.0,887.9,0.0,11.0,887.9,887.1
02:00,0.984807753012208,4.6,94.0,92.0,14.9,14.6,94.0,887.5,0.0,10.1,887.9,887.5
03:00,0.9612616959383189,4.1,96.0,93.0,14.8,14.5,93.0,887.2,0.0,9.5,887.5,887.2
04:00,0.984807753012208,5.2,94.0,93.0,14.6,14.4,94.0,886.7,0.0,9.9,887.3,886.7
05:00,0.9659258262890683,3.9,96.0,94.0,14.4,14.2,95.0,886.4,0.0,8.3,886.7,886.4
06:00,0.9902680687415704,3.7,97.0,95.0,14.2,14.1,97.0,886.1,0.0,8.5,886.4,885.9
07:00,0.9876883405951378,5.1,97.0,96.0,14.2,13.8,96.0,886.2,0.0,9.3,886.3,886.1
08:00,0.981627183447664,3.7,97.0,96.0,13.8,13.6,97.0,886.8,0.0,9.3,886.8,886.0
09:00,0.9902680687415704,3.5,97.0,95.0,13.8,13.6,95.0,887.8,0.0,7.5,887.8,886.8
10:00,0.9961946980917455,5.4,95.0,94.0,13.8,13.6,95.0,888.2,0.0,8.5,888.2,887.6
11:00,0.9925461516413221,4.1,96.0,95.0,13.8,13.6,95.0,889.1,0.0,8.5,889.1,888.2
12:00,1.0,3.9,96.0,94.0,14.3,13.8,94.0,889.8,0.0,7.1,889.8,889.1
13:00,0.9902680687415704,3.4,95.0,93.0,14.7,14.0,94.0,890.0,0.0,6.8,890.1,889.8
14:00,0.9396926207859084,3.7,95.0,93.0,14.9,14.5,93.0,889.7,0.2,6.0,890.0,889.7
15:00,0.9993908270190958,3.4,93.0,91.0,15.3,14.6,91.0,889.2,0.0,6.0,889.7,889.2
16:00,0.9876883405951378,2.8,92.0,87.0,16.5,15.2,88.0,888.7,0.0,5.7,889.2,888.7
17:00,0.9743700647852352,3.1,88.0,80.0,18.2,16.3,81.0,888.0,0.0,6.3,888.7,888.0
18:00,0.9743700647852352,3.3,84.0,80.0,18.3,17.7,82.0,887.7,0.0,6.3,888.1,887.7
19:00,0.8746197071393959,3.0,85.0,82.0,18.1,17.7,84.0,887.8,0.0,5.5,887.9,887.7
20:00,0.6819983600624986,2.5,88.0,83.0,18.3,17.4,87.0,888.1,0.0,5.3,888.1,887.8
21:00,0.5735764363510459,2.7,90.0,87.0,17.5,16.8,90.0,888.5,0.0,5.1,888.5,888.1
22:00,0.766044443118978,2.9,91.0,90.0,16.8,16.6,90.0,888.7,0.0,5.1,888.8,888.5
23:00,0.8660254037844387,3.3,91.0,90.0,16.6,16.4,90.0,889.4,0.0,7.2,889.4,888.7
00:00,0.8829475928589269,3.8,92.0,90.0,16.4,16.1,92.0,890.0,0.0,7.8,890.0,889.3
01:00,0.8191520442889917,4.2,93.0,92.0,16.1,15.7,93.0,890.5,0.0,7.6,890.5,890.0
02:00,0.8910065241883679,4.3,94.0,93.0,15.7,15.4,94.0,890.3,0.0,8.4,890.7,890.3
03:00,0.838670567945424,3.6,95.0,94.0,15.4,15.2,95.0,890.4,0.0,8.5,890.4,890.2
04:00,0.8829475928589269,3.8,96.0,95.0,15.3,15.0,96.0,890.0,0.0,8.5,890.4,890.0
05:00,0.8987940462991669,3.3,96.0,95.0,15.2,15.0,96.0,889.5,0.0,8.1,890.0,889.5
06:00,0.9612616959383189,3.5,96.0,95.0,15.4,15.2,95.0,888.9,0.0,6.7,889.5,888.9
07:00,0.9335804264972017,3.0,95.0,95.0,15.4,15.3,95.0,889.4,0.0,6.9,889.4,888.8
08:00,0.9271838545667874,3.2,96.0,95.0,15.3,15.2,96.0,889.8,0.0,6.1,889.8,889.4
09:00,0.8910065241883679,3.5,96.0,95.0,15.3,15.0,95.0,890.3,0.0,6.7,890.3,889.7
10:00,0.9659258262890683,4.2,96.0,95.0,15.0,14.8,96.0,890.7,0.0,6.5,890.7,890.3
11:00,0.8987940462991669,3.6,96.0,94.0,15.5,15.0,95.0,891.4,0.0,7.0,891.4,890.6
12:00,0.9743700647852352,3.0,95.0,92.0,16.3,15.3,92.0,891.8,0.0,6.7,891.8,891.3
13:00,0.9975640502598242,3.2,92.0,85.0,18.1,16.2,85.0,891.7,0.0,6.9,891.8,891.7
14:00,0.9998476951563913,3.2,86.0,78.0,20.3,17.9,80.0,891.1,0.0,7.0,891.8,891.1
15:00,0.9945218953682733,3.8,80.0,73.0,21.2,19.7,74.0,890.5,0.0,7.0,891.1,890.5
16:00,0.992546151641322,3.3,76.0,66.0,23.5,20.8,67.0,889.2,0.0,6.6,890.5,889.2
17:00,0.9902680687415704,3.1,69.0,62.0,23.7,22.6,62.0,888.4,0.0,7.1,889.2,888.3
18:00,0.7986355100472928,1.7,63.0,59.0,24.1,23.2,60.0,888.0,0.0,5.4,888.4,888.0
19:00,0.9986295347545738,3.1,61.0,56.0,24.8,23.7,58.0,887.4,0.0,5.8,888.0,887.4
20:00,0.9781476007338057,2.5,61.0,57.0,24.2,23.6,58.0,887.5,0.0,5.8,887.5,887.4
21:00,0.9925461516413221,2.1,62.0,56.0,24.3,23.0,61.0,887.9,0.0,4.9,888.0,887.6
22:00,0.7313537016191706,2.2,70.0,61.0,23.0,21.7,70.0,888.5,0.0,4.4,888.6,887.9
23:00,0.7986355100472927,1.7,78.0,70.0,21.7,20.8,78.0,888.9,0.0,4.4,888.9,888.5
00:00,0.9271838545667874,2.5,79.0,78.0,20.8,20.4,79.0,889.2,0.0,4.2,889.2,888.9
01:00,0.788010753606722,2.9,81.0,79.0,20.5,19.9,80.0,889.7,0.0,5.8,889.7,889.2
02:00,0.7547095802227721,2.5,84.0,80.0,20.2,19.1,84.0,889.5,0.0,6.5,889.7,889.5
03:00,0.9455185755993168,3.9,89.0,84.0,19.2,18.4,89.0,888.5,0.0,6.4,889.5,888.5
04:00,0.8480480961564261,3.9,92.0,89.0,18.4,18.1,92.0,888.2,0.0,8.6,888.6,888.2
05:00,0.90630778703665,4.2,94.0,91.0,18.1,17.5,94.0,887.7,0.0,9.5,888.2,887.7
06:00,0.9335804264972017,4.1,95.0,93.0,17.5,17.2,93.0,887.4,0.0,8.6,887.7,887.3
07:00,0.9396926207859084,4.2,95.0,93.0,17.3,16.8,95.0,887.6,0.0,8.9,887.6,887.4
08:00,0.90630778703665,3.8,96.0,95.0,16.8,16.6,96.0,888.1,0.0,8.0,888.1,887.6
09:00,0.981627183447664,4.3,96.0,96.0,16.7,16.5,96.0,888.5,0.0,8.4,888.5,888.1
10:00,0.9961946980917455,3.8,97.0,96.0,16.9,16.5,97.0,889.1,0.0,8.0,889.1,888.5
11:00,0.9993908270190958,3.8,97.0,91.0,17.7,16.9,91.0,889.3,0.0,7.5,889.3,889.0
12:00,0.9743700647852352,3.1,94.0,91.0,17.7,17.4,94.0,889.8,0.0,6.7,889.8,889.3
13:00,0.9945218953682733,3.1,94.0,92.0,17.9,17.4,92.0,889.7,0.0,6.0,889.9,889.7
14:00,0.9998476951563913,3.1,92.0,85.0,19.0,17.9,86.0,889.2,0.0,6.0,889.7,889.2
15:00,0.9781476007338056,3.3,86.0,77.0,20.6,18.9,78.0,888.4,0.0,6.0,889.2,888.4
16:00,0.9612616959383189,3.3,80.0,73.0,21.3,20.0,74.0,887.3,0.0,6.0,888.4,887.3
17:00,0.7986355100472928,3.2,75.0,66.0,23.3,21.2,66.0,885.9,0.0,6.3,887.3,885.9
18:00,0.9135454576426009,3.3,68.0,61.0,24.4,23.0,61.0,885.6,0.0,6.9,885.9,885.6
19:00,0.9396926207859083,2.8,64.0,57.0,24.9,23.5,59.0,885.3,0.0,6.0,885.6,885.3
20:00,0.9902680687415704,2.8,61.0,56.0,25.0,24.2,58.0,885.1,0.0,5.4,885.3,885.0
21:00,0.9510565162951536,2.8,62.0,57.0,24.6,23.5,61.0,885.2,0.0,5.1,885.2,885.0
22:00,0.9205048534524403,1.9,67.0,61.0,23.6,22.4,67.0,885.6,0.0,4.6,885.6,885.2
23:00,0.9271838545667874,2.4,74.0,67.0,22.4,21.3,74.0,886.1,0.0,4.8,886.1,885.6
00:00,0.9396926207859084,3.0,76.0,74.0,21.4,20.8,76.0,886.4,0.0,5.7,886.4,886.1
01:00,0.9271838545667874,2.3,78.0,76.0,20.8,20.3,78.0,886.7,0.0,5.7,886.7,886.4
02:00,0.9702957262759965,2.5,79.0,78.0,20.5,20.1,79.0,886.2,0.0,4.9,886.7,886.2
03:00,0.8571673007021123,1.9,82.0,79.0,20.2,19.4,82.0,885.7,0.0,5.0,886.2,885.6
04:00,0.9135454576426009,2.8,83.0,82.0,19.5,19.0,83.0,885.1,0.0,5.1,885.6,885.1
05:00,0.8191520442889917,2.3,86.0,83.0,19.2,18.4,86.0,884.7,0.0,5.1,885.1,884.7
06:00,0.8480480961564261,2.3,89.0,86.0,18.6,17.9,89.0,884.7,0.0,5.2,884.8,884.7
07:00,0.9271838545667874,2.8,90.0,88.0,18.0,17.6,88.0,884.9,0.0,4.9,884.9,884.6
08:00,0.8290375725550417,2.2,90.0,88.0,17.6,17.1,90.0,885.4,0.0,4.9,885.4,884.9
09:00,0.9876883405951378,3.0,91.0,90.0,17.3,17.0,90.0,886.2,0.0,5.3,886.2,885.4
10:00,0.9659258262890683,3.8,90.0,84.0,18.5,17.3,85.0,887.1,0.0,7.1,887.1,886.2
11:00,0.9945218953682733,3.2,85.0,78.0,19.9,18.4,79.0,887.7,0.0,7.1,887.7,887.1
12:00,0.984807753012208,3.2,80.0,71.0,22.2,19.7,71.0,887.8,0.0,6.0,887.9,887.7
13:00,0.992546151641322,4.1,72.0,63.0,24.2,21.6,63.0,887.4,0.0,7.3,887.8,887.4
14:00,0.8191520442889918,2.9,66.0,55.0,26.0,23.6,58.0,886.8,0.0,7.3,887.4,886.8
15:00,0.9743700647852352,2.6,59.0,48.0,27.4,25.6,51.0,885.9,0.0,7.7,886.9,885.9
16:00,0.7431448254773942,2.9,54.0,44.0,28.0,26.5,45.0,884.8,0.0,7.9,885.9,884.8
17:00,-2.4492935982947064e-16,2.1,48.0,36.0,28.5,27.0,44.0,883.9,0.0,7.2,884.8,883.9
18:00,0.1908089953765448,3.8,67.0,44.0,27.0,21.3,62.0,882.8,0.2,11.9,883.9,882.8
19:00,0.49999999999999994,1.2,62.0,42.0,25.8,22.0,46.0,882.4,0.0,7.4,882.9,882.4
20:00,-0.992546151641322,1.0,63.0,46.0,26.1,24.5,58.0,882.5,0.0,3.6,882.5,882.2
21:00,-0.9945218953682734,1.4,60.0,54.0,24.9,22.7,59.0,882.9,0.0,6.4,882.9,882.5
22:00,-0.06975647374412564,2.6,72.0,58.0,22.8,20.9,72.0,884.0,0.0,6.8,884.1,882.9
23:00,-0.3907311284892739,2.2,78.0,72.0,21.0,19.9,75.0,884.6,0.0,4.5,884.6,883.8
00:00,0.3090169943749474,2.1,76.0,66.0,20.9,19.6,68.0,885.4,0.0,3.8,885.4,884.6
01:00,0.45399049973954686,2.6,73.0,66.0,20.8,20.1,73.0,886.1,0.0,4.1,886.1,885.4
02:00,-0.12186934340514731,4.1,75.0,71.0,21.2,20.5,73.0,886.5,0.0,7.5,886.5,886.1
03:00,-0.8660254037844384,3.1,80.0,65.0,20.5,19.1,68.0,886.0,0.0,7.8,886.5,885.9
04:00,-0.9816271834476639,2.1,77.0,68.0,19.8,18.5,77.0,885.2,0.0,7.8,886.0,885.2
05:00,-0.35836794954530043,3.7,92.0,77.0,18.6,17.2,92.0,885.2,0.8,7.8,885.8,885.2
06:00,-0.15643446504023073,2.8,95.0,92.0,17.6,17.2,95.0,885.4,0.4,7.4,885.4,885.1
07:00,0.10452846326765373,1.9,95.0,94.0,17.7,17.5,94.0,885.3,0.0,7.4,885.6,885.3
08:00,0.2249510543438652,1.3,94.0,94.0,17.7,17.5,94.0,885.3,0.0,3.5,885.3,885.1
09:00,0.7193398003386511,0.7,95.0,94.0,17.8,17.5,94.0,885.5,0.0,2.4,885.6,885.3
10:00,0.9961946980917455,2.8,94.0,89.0,18.8,17.8,90.0,885.6,0.0,4.2,885.6,885.4
11:00,0.9876883405951378,4.2,91.0,76.0,21.3,18.7,78.0,885.9,0.0,6.5,886.0,885.6
12:00,0.9993908270190958,3.7,78.0,68.0,22.7,21.2,68.0,886.0,0.0,7.3,886.0,885.8
13:00,0.9396926207859083,2.9,72.0,63.0,24.4,22.5,65.0,886.4,0.0,6.3,886.4,886.0
14:00,0.7431448254773942,2.5,67.0,58.0,25.0,23.8,59.0,886.3,0.0,6.1,886.5,886.3
15:00,-0.1736481776669304,3.1,63.0,56.0,26.0,24.8,57.0,885.8,0.0,7.4,886.3,885.8
16:00,0.12186934340514748,3.2,60.0,54.0,26.7,25.3,56.0,884.9,0.0,7.4,885.8,884.9
17:00,-0.35836794954530077,2.5,58.0,49.0,27.5,25.8,50.0,883.9,0.0,5.8,884.9,883.9
18:00,-0.4694715627858908,2.3,52.0,44.0,28.0,26.2,44.0,883.4,0.0,5.7,883.9,883.3
19:00,-0.19080899537654467,4.6,53.0,44.0,27.8,25.6,53.0,883.2,0.0,8.4,883.5,883.1
20:00,-0.8290375725550416,3.5,79.0,53.0,25.6,21.5,79.0,884.2,0.0,9.8,884.2,883.2
21:00,-0.9848077530122081,1.2,92.0,79.0,21.5,19.7,92.0,884.8,1.4,6.7,884.8,884.2
22:00,0.754709580222772,0.9,92.0,89.0,20.2,19.9,91.0,885.7,2.6,2.3,885.7,884.8
23:00,0.5877852522924731,2.1,93.0,90.0,20.3,19.8,93.0,885.8,1.6,4.1,885.8,885.7
00:00,-0.6293203910498378,1.7,94.0,91.0,20.1,19.7,94.0,886.0,0.0,4.1,886.1,885.8
01:00,-0.898794046299167,1.7,94.0,92.0,19.8,19.5,92.0,886.2,0.2,3.2,886.3,885.9
02:00,-0.9902680687415703,1.2,92.0,91.0,19.6,19.2,91.0,886.3,0.0,2.9,886.4,886.2
03:00,-0.8191520442889918,2.0,93.0,91.0,19.6,19.1,93.0,885.8,0.0,3.2,886.3,885.8
04:00,-0.7547095802227722,2.1,93.0,92.0,19.2,18.5,93.0,885.1,0.0,3.3,885.8,885.1
05:00,-0.7193398003386512,1.3,93.0,90.0,18.9,18.4,91.0,884.6,0.0,3.8,885.1,884.6
06:00,-0.9510565162951535,1.6,94.0,91.0,19.0,17.6,91.0,884.4,0.0,3.7,884.6,884.4
07:00,-0.32556815445715676,1.2,92.0,90.0,19.0,18.5,92.0,884.5,0.0,3.3,884.5,884.1
08:00,-0.017452406437283637,0.9,93.0,92.0,18.8,18.3,93.0,884.8,0.0,1.8,884.8,884.5
09:00,-0.8386705679454242,0.3,94.0,92.0,18.6,17.6,94.0,885.2,0.0,2.2,885.2,884.8
10:00,-0.587785252292473,0.4,95.0,94.0,19.2,17.5,94.0,886.1,0.0,1.8,886.1,885.2
11:00,-0.6427876096865393,0.6,94.0,83.0,21.0,19.2,84.0,886.6,0.0,1.8,886.6,886.1
12:00,0.766044443118978,1.7,87.0,83.0,21.5,20.8,84.0,887.3,0.0,4.1,887.3,886.6
13:00,0.7431448254773942,2.2,85.0,82.0,21.7,21.1,83.0,887.6,0.0,4.1,887.7,887.2
14:00,0.8090169943749475,1.9,84.0,77.0,23.1,21.3,78.0,887.4,0.0,4.1,887.7,887.4
15:00,0.9986295347545738,1.7,79.0,64.0,25.3,22.4,64.0,886.7,0.0,4.9,887.4,886.7
16:00,-0.4067366430758002,2.7,83.0,60.0,24.7,19.7,82.0,885.8,2.0,5.9,886.7,885.8
17:00,-0.6560590289905074,0.8,85.0,63.0,25.0,20.1,64.0,885.0,0.2,5.3,885.8,885.0
18:00,-0.10452846326765342,0.9,67.0,55.0,25.8,24.8,60.0,884.6,0.0,2.2,885.0,884.6
19:00,-0.9659258262890684,1.3,63.0,53.0,25.7,24.9,62.0,884.3,0.0,2.3,884.6,884.3
20:00,-0.12186934340514723,2.3,67.0,59.0,25.2,24.0,67.0,884.6,0.0,4.9,884.6,884.1
21:00,-0.4694715627858908,2.2,75.0,67.0,24.0,21.7,74.0,884.9,0.0,7.1,885.0,884.6
22:00,-0.544639035015027,2.3,78.0,74.0,21.7,21.3,75.0,885.2,0.0,4.2,885.2,884.8
23:00,-0.6156614753256582,0.8,79.0,75.0,21.3,20.2,78.0,885.6,0.0,4.2,885.6,885.2
00:00,-0.4226182617406992,1.3,84.0,78.0,20.5,19.7,79.0,885.9,0.0,2.4,885.9,885.4
01:00,0.9998476951563913,0.7,87.0,79.0,20.3,19.1,84.0,886.1,0.0,2.6,886.2,885.9
02:00,-0.1736481776669304,1.5,85.0,76.0,20.7,18.8,84.0,885.9,0.0,3.1,886.1,885.8
03:00,0.8191520442889917,1.2,87.0,81.0,19.6,18.6,85.0,885.6,0.0,2.0,886.0,885.6
04:00,0.06975647374412552,0.7,88.0,82.0,19.7,18.2,84.0,885.4,0.0,2.7,885.6,885.4
05:00,0.6427876096865393,0.5,90.0,84.0,19.4,18.5,86.0,884.9,0.0,1.6,885.4,884.9
06:00,0.5446390350150273,0.8,89.0,84.0,19.3,18.1,88.0,884.7,0.0,1.8,884.9,884.6
07:00,-0.32556815445715676,0.3,91.0,87.0,18.9,18.2,91.0,885.0,0.0,3.3,885.0,884.7
08:00,0.6427876096865395,0.4,91.0,86.0,19.3,17.9,89.0,885.2,0.0,2.1,885.2,884.8
09:00,-0.9876883405951377,0.7,91.0,87.0,18.7,17.7,90.0,885.7,0.0,1.0,885.7,885.2
10:00,0.6560590289905073,1.2,90.0,68.0,22.9,18.2,72.0,886.4,0.0,1.9,886.4,885.7
11:00,0.45399049973954686,2.5,76.0,61.0,24.3,22.2,70.0,887.0,0.0,3.8,887.0,886.4
12:00,0.9743700647852352,2.1,70.0,55.0,25.6,23.5,59.0,887.1,0.0,5.1,887.2,887.0
13:00,0.9743700647852352,1.8,61.0,53.0,26.6,25.4,58.0,887.0,0.0,4.5,887.2,886.9
14:00,0.9396926207859083,1.5,60.0,46.0,28.2,26.1,50.0,886.5,0.0,5.0,887.0,886.5
15:00,0.39073112848927377,2.2,54.0,36.0,28.7,27.4,39.0,885.8,0.0,5.6,886.5,885.7
16:00,0.9510565162951536,2.6,45.0,35.0,29.8,28.5,37.0,884.8,0.0,5.4,885.8,884.8
17:00,0.90630778703665,2.4,39.0,32.0,30.6,29.0,35.0,884.1,0.0,5.6,884.9,884.0
18:00,0.6427876096865395,2.7,38.0,30.0,30.4,29.1,38.0,883.4,0.0,6.6,884.1,883.4
19:00,0.3583679495453002,2.3,46.0,35.0,29.2,28.3,46.0,882.7,0.0,5.5,883.4,882.7
20:00,0.6819983600624986,2.6,54.0,44.0,28.4,27.4,52.0,883.0,0.0,6.1,883.1,882.6
21:00,-0.9510565162951536,1.4,58.0,51.0,27.6,25.3,56.0,883.2,0.0,4.5,883.3,883.0
22:00,-0.8660254037844384,1.2,69.0,56.0,25.4,23.3,67.0,883.7,0.0,2.2,883.7,883.2
23:00,-0.052335956242943564,0.8,75.0,63.0,24.1,22.6,71.0,884.0,0.0,2.3,884.0,883.7
00:00,0.1908089953765448,0.9,76.0,68.0,23.5,21.5,76.0,884.8,0.0,4.5,884.8,884.0
01:00,-0.7660444431189781,1.1,79.0,74.0,21.5,20.7,76.0,885.1,0.0,2.0,885.1,884.8
02:00,-0.6560590289905074,0.6,79.0,74.0,21.4,20.8,77.0,885.0,0.0,2.1,885.2,884.9
03:00,-0.3255681544571567,0.2,80.0,73.0,21.5,20.4,73.0,884.6,0.0,1.2,885.0,884.6
04:00,0.838670567945424,0.6,81.0,73.0,21.6,20.3,76.0,884.1,0.0,1.5,884.6,884.1
05:00,-0.2588190451025207,1.5,83.0,76.0,21.3,19.5,83.0,883.7,0.0,2.7,884.1,883.7
06:00,0.15643446504023087,1.5,86.0,82.0,19.7,19.1,83.0,883.6,0.0,2.7,883.7,883.5
07:00,0.766044443118978,1.0,84.0,78.0,20.0,18.8,84.0,883.8,0.0,2.1,883.8,883.5
08:00,-0.9743700647852352,1.1,90.0,84.0,18.8,17.8,89.0,884.1,0.0,1.6,884.1,883.8
09:00,-0.7193398003386512,0.6,89.0,85.0,18.8,17.9,86.0,884.3,0.0,1.5,884.4,884.0
10:00,-0.5591929034707466,0.2,86.0,60.0,24.6,18.8,61.0,884.9,0.0,1.1,885.0,884.3
11:00,-0.27563735581699894,1.1,65.0,60.0,25.3,23.9,61.0,885.5,0.0,2.0,885.5,884.9
12:00,-0.3255681544571567,1.5,63.0,49.0,27.6,25.2,50.0,885.7,0.0,4.0,885.9,885.5
13:00,0.9961946980917455,2.1,53.0,45.0,28.6,27.0,46.0,885.3,0.0,5.0,885.8,885.3
14:00,0.3255681544571567,2.8,49.0,43.0,29.1,27.5,46.0,884.6,0.0,5.9,885.3,884.6
15:00,0.8829475928589269,2.9,50.0,41.0,29.4,27.9,41.0,883.7,0.0,8.9,884.6,883.7
16:00,-0.22495105434386534,2.8,44.0,37.0,30.0,28.8,41.0,882.6,0.0,7.4,883.7,882.6
17:00,0.6691306063588582,2.9,44.0,35.0,30.7,28.9,38.0,881.5,0.0,6.7,882.7,881.5
18:00,-0.3255681544571567,3.2,42.0,31.0,31.3,29.4,34.0,880.6,0.0,6.5,881.5,880.6
19:00,-0.1736481776669304,4.0,39.0,32.0,30.9,29.2,36.0,879.7,0.0,7.3,880.6,879.7
20:00,-2.4492935982947064e-16,3.5,38.0,33.0,30.2,29.1,37.0,879.7,0.0,8.0,879.8,879.4
21:00,-0.29237170472273716,2.5,51.0,36.0,29.1,27.0,51.0,880.5,0.0,6.2,880.5,879.6
22:00,-0.9271838545667874,1.5,56.0,51.0,27.0,25.9,55.0,881.6,0.0,5.1,881.6,880.5
23:00,0.0871557427476582,1.7,71.0,55.0,25.9,23.0,70.0,883.2,0.0,7.5,883.2,881.6
00:00,0.9998476951563913,5.8,96.0,70.0,23.0,17.1,83.0,884.9,15.4,16.7,885.2,883.2
01:00,0.49999999999999994,2.5,93.0,82.0,18.3,17.5,92.0,885.6,1.4,11.9,885.8,884.9
02:00,0.7071067811865476,0.9,94.0,91.0,18.4,18.1,94.0,886.0,3.8,4.2,886.0,885.4
03:00,-0.8660254037844384,1.5,96.0,94.0,18.3,18.0,96.0,885.2,2.8,2.7,886.0,885.2
04:00,-0.6946583704589974,2.3,96.0,95.0,18.4,18.1,95.0,884.6,1.2,4.0,885.2,884.6
05:00,-0.8290375725550416,1.9,95.0,94.0,18.7,18.2,94.0,885.0,0.2,5.4,885.0,884.3
06:00,-0.9702957262759965,2.0,95.0,93.0,18.8,17.1,94.0,884.5,3.2,5.8,885.5,884.5
07:00,-0.29237170472273677,3.2,95.0,93.0,17.7,17.1,93.0,883.8,1.0,5.7,884.5,883.8
08:00,0.6560590289905073,1.2,93.0,91.0,17.5,17.1,91.0,883.4,0.0,5.7,883.9,883.4
09:00,0.6156614753256584,1.7,94.0,91.0,17.6,17.0,93.0,883.8,0.0,2.9,883.8,883.3
10:00,-0.06975647374412564,1.7,93.0,89.0,18.1,17.5,92.0,884.7,0.0,3.8,884.8,883.8
11:00,0.9335804264972017,1.1,93.0,84.0,19.2,18.0,86.0,885.3,0.0,4.0,885.3,884.7
12:00,0.7547095802227721,1.7,86.0,79.0,20.1,19.0,79.0,885.9,0.0,4.1,885.9,885.3
13:00,0.573576436351046,1.4,81.0,64.0,23.1,19.9,66.0,886.2,0.0,3.2,886.2,885.9
14:00,0.49999999999999994,1.0,69.0,49.0,24.6,22.4,53.0,885.4,0.0,4.9,886.2,885.4
15:00,0.6819983600624985,2.2,61.0,52.0,24.6,23.6,60.0,885.5,0.0,3.9,885.6,885.3
16:00,-0.15643446504023112,1.5,60.0,48.0,24.9,23.8,54.0,885.0,0.0,4.1,885.5,884.8
17:00,-0.984807753012208,2.2,83.0,53.0,23.8,20.0,79.0,884.2,0.0,6.0,885.1,884.2
18:00,-0.848048096156426,2.2,79.0,57.0,24.1,20.5,62.0,883.5,0.0,4.7,884.2,883.5
19:00,-0.7071067811865475,2.5,66.0,58.0,25.6,23.2,64.0,882.8,0.0,5.5,883.4,882.8
20:00,-0.9876883405951378,2.9,65.0,57.0,25.5,23.7,64.0,883.1,0.0,6.1,883.1,882.7
21:00,-0.882947592858927,2.2,65.0,62.0,23.8,22.6,65.0,883.8,0.0,5.8,883.8,883.1
22:00,-0.6427876096865393,2.9,79.0,64.0,22.6,21.5,79.0,884.4,0.0,4.9,884.4,883.8
23:00,-0.6156614753256582,2.2,80.0,76.0,21.6,21.0,79.0,885.1,0.0,4.8,885.1,884.4
00:00,-0.4067366430758002,2.2,80.0,78.0,21.1,20.8,79.0,886.0,0.0,4.4,886.0,885.1
01:00,-0.5591929034707467,1.7,81.0,79.0,20.8,20.5,81.0,886.1,0.0,3.9,886.2,886.0
02:00,-0.7071067811865475,0.5,85.0,81.0,20.5,19.4,85.0,885.7,0.0,2.9,886.2,885.7
03:00,-0.9781476007338056,0.5,92.0,84.0,19.7,17.9,92.0,885.1,0.0,1.4,885.7,885.1
04:00,0.01745240643728351,0.5,94.0,92.0,18.1,17.7,93.0,884.3,0.0,1.9,885.1,884.3
05:00,-0.5000000000000001,0.1,95.0,93.0,18.0,17.3,94.0,883.8,0.0,0.9,884.3,883.8
06:00,-0.27563735581699894,0.9,95.0,94.0,17.8,17.1,95.0,882.9,0.0,1.4,883.8,882.9
07:00,-0.9335804264972017,1.3,95.0,94.0,17.6,17.1,95.0,883.4,0.0,2.4,883.4,882.9
08:00,-0.6156614753256582,1.7,95.0,95.0,18.0,17.1,95.0,883.5,0.0,2.4,883.6,883.4
09:00,0.06975647374412552,0.9,95.0,88.0,18.9,18.0,89.0,883.7,0.0,3.3,883.7,883.5
10:00,-0.6293203910498376,1.4,90.0,85.0,20.1,18.6,85.0,884.2,0.0,2.5,884.2,883.7
11:00,0.5591929034707469,1.6,86.0,81.0,20.6,20.1,83.0,884.8,0.0,3.3,884.8,884.2
12:00,0.10452846326765373,2.3,84.0,76.0,21.9,20.4,76.0,885.3,0.0,5.2,885.3,884.8
13:00,0.12186934340514755,2.6,78.0,66.0,23.7,21.6,71.0,885.7,0.0,6.3,885.7,885.3
14:00,-0.15643446504023073,2.4,72.0,59.0,24.5,22.5,60.0,885.5,0.0,6.7,885.7,885.5
15:00,-0.7660444431189779,2.7,62.0,49.0,26.1,23.7,51.0,884.8,0.0,6.4,885.5,884.8
16:00,-0.13917310096006552,1.5,62.0,49.0,26.4,24.0,62.0,884.1,0.0,5.5,884.8,884.0
17:00,0.7431448254773942,4.3,92.0,62.0,24.0,17.7,89.0,883.8,16.4,8.6,884.4,883.7
18:00,0.49999999999999994,3.6,93.0,77.0,20.3,17.7,78.0,883.2,1.0,8.0,883.8,883.2
19:00,0.4226182617406995,1.8,81.0,65.0,23.4,20.1,66.0,882.7,0.0,6.6,883.2,882.7
